48:3.16228 141:2.82843
21002:2.82843 21079:2.23607
21070:4.47214 21127:4.47214
21083:1.41421 21103:2
21135:1 21160:1.41421
21022:2.82843 21083:2.23607
21048:1 21112:1
21135:4.47214 21160:3.60555
21059:2 21063:1
21042:4.12311 21157:5.83095
21145:1 21154:2
21011:2.23607 21101:2
21030:1 21039:2
21001:1.41421 21059:3.16228
21101:2.23607 21174:4
21032:2.82843 21129:3.60555
21056:2.82843 21064:2.23607
21042:4.24264 21159:4.12311
21008:2.23607 21090:2
21002:2.23607 21093:2.23607
21040:2.23607 21066:1.41421
21003:1.41421 21085:1.41421
21003:2 21084:1.41421
21037:3 21153:2.23607
21031:1.41421 21114:3.60555
21095:1.41421 21096:3.60555
21055:1 21062:4
21006:2 21081:2
21019:2 21110:2.82843
21096:2 21164:2.23607
21079:3 21082:2.23607
21130:5 21146:7
21088:1.41421 21096:2.23607
21092:2 21164:1
21059:2.82843 21076:3.16228
21024:2 21044:3.16228
21133:2.23607 21163:1
21109:1.41421 21148:1.41421
21074:2 21077:2.23607
21066:2.23607 21110:1.41421
21026:2.23607 21066:2
21121:1.41421 21156:1
21154:3 21173:1
21107:3.16228 21146:4.47214
21045:2 21106:3.16228
21016:1 21068:3.16228
21100:1.41421 21148:2
21091:2.82843 21102:1.41421
21041:2.23607 21141:2.82843
21028:1.41421 21069:1
21056:2.23607 21166:2
21087:3.60555 21129:2.82843
21097:4.24264 21128:2
21020:1.41421 21025:1
21133:1.41421 21163:2
21025:1 21116:1.41421
21128:3 21174:2.23607
21011:1 21014:2.23607
21006:2.23607 21104:1.41421
21051:2 21165:2.82843
21012:1.41421 21053:1
21084:2 21155:1.41421
21014:2.82843 21102:3
21021:2 21109:2.82843
21049:3.60555 21140:4.12311
21115:2 21119:3
21012:2.23607 21114:2.82843
21013:2.23607 21152:2.23607
21022:1 21040:2.23607
21025:2.23607 21118:1.41421
21117:1.41421 21163:1.41421
21136:4 21171:3
21067:1 21160:1
21140:2.23607 21162:3.16228
21139:1 21149:2.23607
21077:4.24264 21174:3.16228
21137:1 21149:1.41421
21136:2.23607 21169:2.23607
21041:1 21157:1
21051:2 21165:2.82843
21040:1.41421 21048:1
21038:1.41421 21052:1
21073:1 21161:2.23607
21105:4.47214 21106:4.47214
21049:1.41421 21162:2.23607
21100:1.41421 21109:2
21137:2.23607 21139:1.41421
21045:5 21107:4.12311
21053:1 21123:2
21013:1.41421 21039:2
21005:3.60555 21086:2.23607
21073:2 21164:2
21036:1 21084:1.41421
21104:1 21121:2.23607
21041:2 21141:1
21111:2.82843 21148:3
21109:2.82843 21126:4
21067:1.41421 21135:1
21073:2.82843 21145:2.23607
21049:3 21147:2.23607
21099:1 21133:1.41421
21096:1 21154:2
21051:2 21122:2.82843
21056:1 21113:2
21000:2.23607 21027:2
21019:1.41421 21035:2.23607
21140:2.23607 21172:2
21035:3.60555 21168:4
21063:3 21134:3
21140:2.23607 21169:2
21105:1 21154:2
21119:2.23607 21138:3.16228
21214:3.16228 21335:4.12311
21276:9.89949 21358:7.28011
21206:5.09902 21306:16.2788
21360:1 21381:3.16228
21234:9.21954 21313:11.1803
21268:5 21287:4.47214
21309:4.24264 21380:2
21208:2 21372:2.82843
21279:4.24264 21386:6.08276
21338:3 21397:2.23607
21242:8.06226 21317:9
21190:5.83095 21200:3.60555
21281:4.47214 21362:1.41421
21299:6 21382:6.08276
21312:3 21353:4.47214
21186:5.83095 21200:5.38516
21194:3.60555 21198:9.21954
21227:5.83095 21344:1
21212:4.47214 21300:5.38516
21191:3.60555 21334:5.83095
21244:8.48528 21379:7
21347:6.7082 21391:2.23607
21354:5.65685 21357:3
21232:5 21296:2
21243:5.38516 21249:2
21186:3.60555 21190:5.38516
21242:5.83095 21317:5.65685
21329:2.23607 21374:2
21257:6.40312 21295:5.38516
21241:2.82843 21372:7.07107
21369:9.84886 21370:8.24621
21177:5.09902 21230:11.4018
21199:5.83095 21215:5.83095
21182:2 21372:2
21194:7.07107 21334:2
21332:1 21348:3.60555
21187:5 21281:6.08276
21248:2.23607 21300:1
21208:2.82843 21372:2
21175:3.16228 21335:5.38516
21243:5 21323:2.23607
21247:4.12311 21375:3.16228
21234:4.24264 21394:3.60555
21264:1.41421 21382:4
21240:1 21381:2.82843
21261:2 21321:2.23607
21250:1.41421 21283:4.24264
21279:2.23607 21386:3.16228
21330:7.61577 21352:8.06226
21210:5.83095 21332:5
21229:9.21954 21231:4.47214
21243:5.83095 21249:5.38516
21307:4.12311 21344:5
21380:5.38516 21385:4.47214
21327:8.60233 21388:6.40312
21218:6.7082 21291:1.41421
21225:4.47214 21363:5
21296:3.60555 21316:4.12311
21294:3.16228 21314:5
21217:4.24264 21320:5.38516
21282:6.7082 21377:6.40312
21251:3.16228 21322:4.47214
21245:7.81025 21370:5.09902
21252:1.41421 21368:5.09902
21353:4.47214 21392:4.24264
21219:1 21381:2.23607
21204:2.82843 21346:8.60233
21201:5.83095 21317:1.41421
21215:5 21249:5
21276:4.12311 21285:2.23607
21237:7.81025 21358:6.7082
21271:2 21326:2.23607
21375:2.23607 21376:1.41421
21212:2.23607 21300:1.41421
21199:2 21243:5
21221:1.41421 21283:5.65685
21236:3.16228 21280:7.07107
21238:1.41421 21368:4.47214
21276:2.82843 21285:5.65685
21247:7.07107 21376:6
21254:9.84886 21274:12.0416
21356:4.12311 21396:7.61577
21295:3.16228 21345:3.16228
21267:2 21395:2.23607
21197:6.7082 21260:5.65685
21259:5.65685 21393:6.08276
21220:2 21321:1
21189:6 21312:3
21320:3 21377:5.09902
21218:1.41421 21382:5.09902
21303:6.32456 21305:3.60555
21349:3.16228 21373:4
21258:2 21395:3.60555
21219:3.16228 21240:4.12311
21349:1.41421 21350:2.23607
21271:3.60555 21326:3.16228
21246:2 21326:1
21212:2.82843 21300:2.23607
21203:13.0384 21327:8.06226
21354:2.23607 21357:6.32456
21259:6.7082 21347:3.16228
21253:2.82843 21285:2.82843
21283:8.544 21398:6.40312
21202:4.47214 21329:2.23607
21222:2.23607 21386:3.60555
21348:3.16228 21355:2
21187:4.47214 21362:5.09902
21380:3.60555 21385:3.16228
21221:4.24264 21398:3.16228
21369:4.24264 21370:5
21244:2.23607 21276:2.82843
21316:5.65685 21371:5.38516
21180:4.47214 21293:3.16228
21302:3.60555 21311:7.28011
21352:8.94427 21378:7.81025
21224:7.2111 21333:5.83095
21230:1.41421 21238:6.08276
21210:5 21332:5.09902
21287:3.16228 21360:5.09902
21233:3.16228 21397:2.23607
21257:3.16228 21345:4.47214
21198:2 21232:3.60555
21222:5 21325:2.23607
21233:6.7082 21294:7.81025
21213:4.12311 21372:5
21212:1 21248:1.41421
21361:3.60555 21392:7
21262:6.08276 21288:3.60555
21305:3 21350:5.38516
21328:6.40312 21356:7.07107
21265:3.60555 21303:3
21339:5.83095 21341:6.40312
21227:4.12311 21344:8.94427
21338:2 21384:2.82843
21181:4.24264 21315:5.09902
21368:4.24264 21382:2
21288:7.28011 21322:7.61577
21189:3 21262:3
21179:11.1803 21386:10.7703
21233:5 21353:3.16228
21219:4 21367:2
21232:4.12311 21286:5.65685
21201:5.65685 21242:1.41421
21346:4.12311 21362:4.47214
21211:7.28011 21374:9.21954
21234:5.38516 21263:3
21220:2.23607 21261:1
21236:4.47214 21331:5
21207:6.08276 21215:2.23607
21265:7 21388:6.08276
21222:7.2111 21297:2.23607
21246:2.23607 21271:1
21229:8.60233 21273:8.06226
21304:6.40312 21378:7.61577
21202:2.23607 21278:2.23607
21221:5.09902 21283:4.47214
21236:5 21322:5
21210:1 21348:4.47214
21201:6.40312 21290:5.83095
21194:5.83095 21209:2
21175:4.12311 21399:2.23607
21228:10 21367:9.21954
21322:10 21331:5.38516
21308:2 21397:2.82843
21341:1 21383:5
21197:7.28011 21357:7.07107
21339:1 21383:5.65685
21274:8.94427 21301:7.07107
21175:5.38516 21335:6.32456
21192:1 21227:5
21257:3.16228 21269:4.12311
21318:4.12311 21362:5.38516
21275:3.16228 21391:5.65685
21280:3.16228 21355:1.41421
21269:1.41421 21350:3
21269:2.23607 21349:3
21340:8.544 21387:4.12311
21223:8.06226 21378:3.60555
21239:4.47214 21314:3.16228
21274:2.23607 21357:4.12311
21280:2 21348:1.41421
21256:4.12311 21396:3.60555
21197:3 21354:4.12311
21176:7.28011 21245:6.7082
21258:6.40312 21267:5.38516
21178:1 21381:3
21301:3.60555 21392:4.47214
21187:1.41421 21318:4.47214
21231:5 21364:8.24621
21363:8.24621 21369:9.21954
21220:2.82843 21390:4.12311
21228:12.7279 21385:14.7648
21219:4.47214 21315:2
21310:4.24264 21382:3.16228
21284:4.24264 21370:6.08276
21237:5.09902 21284:5
21286:5.38516 21316:6.08276
21208:2 21213:2
21257:3.60555 21266:4
21202:2 21329:4.12311
21216:3.16228 21247:2.23607
21247:1.41421 21375:3.60555
21235:6.40312 21263:5.09902
21328:7.61577 21352:3.60555
21253:5.83095 21276:5.83095
21181:2 21282:3.60555
21219:2.82843 21240:2.23607
21310:2 21368:3.16228
21339:5 21341:5.65685
21184:4.12311 21308:2.82843
21282:3.16228 21380:4.12311
21222:3.16228 21279:3.60555
21270:7.28011 21351:4.12311
21229:6.40312 21324:6.08276
21246:3.60555 21326:5.09902
21220:3.60555 21261:3
21196:2.23607 21347:5.65685
21239:4.24264 21361:4.47214
21283:5.83095 21398:4
21217:3.60555 21320:7.07107
21258:2.23607 21267:3.60555
21304:7.28011 21356:3.60555
21184:2.23607 21294:2.23607
21283:3.16228 21393:4
21175:6.32456 21335:2.23607
21462:6.32456 21639:5.09902
21449:1 21588:4.47214
21635:8.06226 21653:9
21477:7.81025 21558:6.7082
21626:5.09902 21646:3.16228
21415:6.7082 21476:6.40312
21464:4.12311 21603:2.82843
21426:3.60555 21511:5.38516
21597:5.38516 21616:8.06226
21417:1.41421 21488:5
21580:3.16228 21598:6.40312
21546:2 21628:2.23607
21482:4.47214 21550:8.06226
21479:5.38516 21499:6.40312
21590:3.60555 21591:9.21954
21545:5 21662:5.38516
21536:8.48528 21666:12.083
21409:1.41421 21488:4.12311
21499:6.40312 21612:7.28011
21627:5 21637:3.60555
21433:10 21666:8.24621
21572:5.09902 21599:8.544
21494:3.16228 21571:4.47214
21445:9.43398 21447:10.0499
21444:2.23607 21668:8.94427
21443:6 21633:4.47214
21407:3.60555 21511:4.47214
21491:9.05539 21623:5
21473:6.08276 21656:4.24264
21467:1 21541:2
21480:3.16228 21483:8.94427
21401:7.2111 21588:2.82843
21579:2.23607 21608:3.16228
21655:7.28011 21666:6.32456
21460:5 21526:5
21584:11.4018 21597:10
21561:12.2066 21622:12.6491
21602:5.09902 21667:2
21508:2.82843 21571:5
21664:1 21665:3.16228
21576:3.60555 21583:5.38516
21480:8.60233 21626:10
21468:6.7082 21654:6.40312
21425:6 21652:10
21424:2.23607 21668:7.28011
21423:9.43398 21488:7
21481:5.83095 21610:9.21954
21488:9.21954 21530:3.60555
21486:2.82843 21661:3.16228
21401:1 21645:4.47214
21506:1 21552:11.0454
21594:1.41421 21638:1
21516:7.07107 21533:9.48683
21492:8.94427 21578:8.06226
21514:2.23607 21650:2
21513:6.08276 21622:3.16228
21522:5 21581:2
21631:5.09902 21650:8.544
21574:8.06226 21670:8.60233
21523:2.82843 21630:1.41421
21434:5 21595:6.32456
21574:3.16228 21657:5.65685
21438:5.65685 21639:5.83095
21497:5.09902 21556:6.7082
21406:4.12311 21448:5.38516
21461:6.40312 21605:4.12311
21470:5.09902 21485:2.23607
21429:1 21541:3
21442:6.7082 21654:7.07107
21479:6 21620:2.23607
21466:5.09902 21557:1.41421
21534:1 21535:2.23607
21468:8.24621 21554:2.23607
21428:6.08276 21656:3.60555
21534:2.23607 21535:1
21407:6.40312 21511:3.16228
21405:6.40312 21545:7.81025
21403:7.81025 21558:3.16228
21604:4.12311 21605:5.09902
21413:5.38516 21469:6
21430:3.16228 21441:8.60233
21446:5.83095 21624:7.28011
21412:4.47214 21599:7.81025
21430:8.94427 21491:5.83095
21598:8.06226 21621:6.40312
21466:2.23607 21470:6.7082
21448:2.82843 21661:1.41421
21504:3 21616:4.24264
21409:5 21417:4.12311
21627:5.09902 21637:5.83095
21510:5 21548:3
21483:5.83095 21623:5.38516
21658:6.08276 21660:6.40312
21516:5 21653:9.84886
21422:3.16228 21571:1.41421
21576:6.32456 21600:3.60555
21506:10.7703 21575:10.8167
21463:5.09902 21556:2.23607
21551:6.32456 21647:5
21404:5.83095 21646:2.82843
21529:4.47214 21636:8.24621
21612:8.06226 21620:10.7703
21509:2.82843 21555:3.16228
21543:4.12311 21544:5.83095
21487:3 21616:3
21454:4 21650:4.47214
21450:1 21496:10.7703
21454:7.61577 21589:6.08276
21438:2.82843 21571:6.08276
21502:2.82843 21555:3.16228
21490:5 21548:7.2111
21426:4.47214 21475:3.16228
21592:5.38516 21640:3.60555
21525:2.23607 21624:2.23607
21454:2.23607 21650:1
21573:5 21614:4.47214
21452:7.07107 21493:5
21526:8.60233 21531:9.21954
21465:8.06226 21640:8
21586:3 21669:4.47214
21466:6.08276 21470:6.40312
21428:13.0384 21629:6.7082
21456:5 21581:4.12311
21459:2.82843 21630:3.16228
21502:7.07107 21572:7.07107
21513:2.23607 21624:2
21434:5 21517:8.60233
21672:5.09902 21674:8.48528
21587:12.6491 21609:11.6619
21500:4.47214 21636:4
21417:11.7047 21447:3.60555
21422:7.07107 21589:5
21406:10 21464:7.28011
21452:9.48683 21671:9.05539
21471:1 21535:1.41421
21474:1 21534:1.41421
21416:8.48528 21643:9.48683
21575:5.83095 21602:2
21513:5 21624:4.47214
21497:6.7082 21563:1.41421
21534:4.24264 21535:4.47214
21429:2 21467:3
21559:6.08276 21618:3.16228
21503:4.12311 21549:6.40312
21503:5.83095 21591:5.09902
21553:5 21644:4.12311
21411:2 21628:3.60555
21568:6.08276 21601:8.06226
21490:3 21510:7.2111
21503:6 21543:6.40312
21613:1.41421 21673:3.60555
21621:4.47214 21647:2.23607
21617:6.08276 21651:4.24264
21545:5 21644:1.41421
21468:10.4403 21472:2.23607
21502:3.16228 21509:3.16228
21463:6.7082 21497:2.23607
21466:6.32456 21470:1.41421
21403:6.7082 21477:3.16228
21542:6.08276 21618:3
21586:9.48683 21669:7.28011
21451:5.09902 21633:5
21476:9.84886 21545:14.1421
21539:1.41421 21642:5.38516
21459:6.32456 21523:4
21468:13.0384 21649:5.65685
21610:1 21667:9.21954
21416:12.6491 21652:14.8661
21547:6.08276 21601:6.32456
21432:5.65685 21608:3.16228
21519:9.84886 21606:9.21954
21422:4.47214 21494:1.41421
21421:5.09902 21524:7.07107
21515:5 21582:4.47214
21461:3.16228 21657:3.16228
21537:5.83095 21602:7.61577
21440:3.60555 21600:4.12311
21400:6.40312 21639:5
21406:6.08276 21603:4.12311
21432:2.23607 21608:5.38516
21410:3.16228 21611:4.12311
21456:2 21522:4.12311
21539:7.81025 21573:4.47214
21576:4.47214 21600:3.60555
21502:4.47214 21509:4.47214
21442:9.48683 21468:15
21519:3 21669:2.23607
21574:7.07107 21657:4.47214
21401:4.47214 21431:2.82843
21422:5 21531:5
21414:3.60555 21591:7.07107
21426:6.7082 21544:5.09902
21512:5.38516 21640:2
21498:10.198 21606:3.16228
21451:1.41421 21638:1
21434:9.21954 21460:6.32456
21632:5 21641:4.12311
21408:5.38516 21462:7.07107
21410:6.40312 21621:3.16228
21412:8.06226 21482:7.81025
21495:3.60555 21583:3.60555
21515:7.07107 21568:6.32456
21437:5.09902 21537:2
21406:2.82843 21578:4.12311
21478:4.12311 21605:6.40312
21465:4.12311 21478:5.09902
21570:9.21954 21593:3.16228
21419:5.65685 21637:9.21954
21432:3.16228 21569:3.16228
21587:8.48528 21657:8.24621
21481:9.21954 21566:1
21410:7.28011 21580:4.12311
21418:7.28011 21501:8.06226
21550:1.41421 21673:2.23607
21515:4.47214 21658:5
21583:5.83095 21600:6.7082
21487:4.24264 21504:3
21552:6.08276 21651:5
21542:3.16228 21559:3
21485:8 21596:6.7082
21469:2.23607 21479:8.06226
21551:4.47214 21598:3.16228
21455:3.16228 21513:9.21954
21427:5 21491:5.38516
21513:2.23607 21525:2
21548:10.8167 21643:4.47214
21404:5.09902 21646:6.32456
21419:5 21637:2
21411:2.23607 21546:3.60555
21411:8.544 21521:6.7082
21459:1.41421 21523:3.16228
21514:4.24264 21650:3.60555
21596:5 21641:1.41421
21425:4.47214 21561:5
21570:14.5602 21636:11.0454
21402:8.06226 21653:1.41421
21500:8.24621 21529:4
21419:3.60555 21627:2
21451:1 21594:1
21400:5.09902 21577:5
21512:3.60555 21592:2
21596:4.12311 21632:1.41421
21539:6.7082 21563:5.38516
21536:9.48683 21625:4.47214
21545:4.12311 21553:1.41421
21449:4.47214 21628:4.12311
21404:3.16228 21499:2.82843
21498:5 21551:2.23607
21486:7 21661:6.08276
21468:9.48683 21565:5.65685
21454:2 21514:1
21552:4.24264 21617:5
21443:10 21655:5.65685
21549:8.94427 21635:1.41421
21442:6.40312 21468:7.07107
21433:7.28011 21652:5.65685
21428:4.24264 21473:3.60555
21574:3.16228 21587:4.47214
21614:5 21660:5.09902
21439:9.84886 21665:10.0499
21492:6.40312 21658:5.09902
21448:3.16228 21486:1.41421
21545:5.09902 21644:5
21494:5.83095 21571:4.47214
21439:1 21665:3
21439:3.16228 21664:3
21420:8.24621 21433:6.32456
21437:2 21602:7.07107
21424:8.94427 21444:7.28011
21519:4.47214 21586:2.23607
21458:8.60233 21592:7
21452:14.4222 21533:9.05539
21527:5.09902 21674:7.07107
21550:3.60555 21613:2.23607
21527:8.48528 21672:7.07107
21730:3.16228 21866:5.83095
21861:7.07107 21941:9.21954
21896:3.16228 21937:10.198
21969:9 21972:3
21775:8.544 21822:5
21746:14.1421 21772:8.06226
21695:12.2066 21830:7.2111
21717:9.43398 21744:4.12311
21779:4.47214 21941:5.83095
21687:4.12311 21811:4.47214
21870:3.16228 21913:6.7082
21700:5 21938:2
21684:4.12311 21909:1.41421
21801:5.38516 21897:3.16228
21715:9.05539 21948:5.65685
21774:4.47214 21920:3.16228
21821:1 21964:5.65685
21736:9.05539 21908:13.1529
21893:7.81025 21916:2.23607
21716:8.24621 21795:1
21830:5 21968:7.2111
21838:2.82843 21900:8.24621
21748:10 21937:10.198
21770:2.82843 21852:5
21989:15 21997:6.7082
21686:5 21876:4.47214
21714:4 21821:10.6301
21879:10 21888:2.23607
21789:8.94427 21799:7.07107
21718:7.2111 21973:6.32456
21868:8.24621 21918:7.07107
21804:7.2111 21939:6.7082
21675:9.21954 21785:7.07107
21951:4.24264 21992:2.82843
21713:9.21954 21970:5.83095
21914:4.47214 21996:10.4403
21801:12.1655 21856:5.09902
21731:11.0454 21858:10.6301
21708:8.24621 21970:4.12311
21701:4 21717:9.43398
21689:9.05539 21769:10
21694:8.24621 21795:8.06226
21714:9.43398 21765:6.40312
21748:1.41421 21760:4.24264
21788:8.06226 21892:11.1803
21846:5.65685 21981:5.83095
21686:11.0454 21865:3
21935:5.38516 21986:5.09902
21729:3.16228 21924:5.38516
21761:7.28011 21973:6.40312
21762:8.24621 21791:5
21881:2 21895:5
21901:1.41421 21910:1
21685:9.48683 21870:8
21723:3.16228 21924:7.81025
21675:3.16228 21866:4
21712:11.0454 21724:10.7703
21980:3.16228 21988:4.12311
21723:6.7082 21928:8.24621
21839:1.41421 21906:6.40312
21835:1.41421 21940:1
21743:7.28011 21908:4.12311
21777:5 21814:3.60555
21700:7.81025 21944:7.07107
21742:2.23607 21792:12.083
21902:9.05539 21947:8.544
21840:2.23607 21934:10.2956
21739:2.23607 21905:10.7703
21736:7.28011 21908:6.32456
21682:4.12311 21902:12.6491
21786:5.65685 21961:7.28011
21759:2.82843 21774:5.83095
21839:7.07107 21849:2.23607
21718:1.41421 21860:4.24264
21867:5.83095 21977:10.0499
21813:2.23607 21862:1
21831:4.12311 21846:5.65685
21807:6.08276 21928:3.60555
21833:2.23607 21915:5
21823:4.12311 21959:11.4018
21837:8.06226 21885:2
21872:1 21890:7.07107
21861:3.16228 21967:1.41421
21881:6.40312 21883:6.7082
21746:2.82843 21774:3.16228
21718:4.24264 21748:5.65685
21724:7.28011 21973:2.82843
21791:4.12311 21858:5.38516
21808:5.09902 21995:7.2111
21817:15.2643 21953:9.48683
21717:6.40312 21949:11.1803
21810:8.94427 21986:6
21853:8.06226 21904:13.4164
21904:5.09902 21929:12.53
21715:10 21824:16.4012
21698:2.82843 21852:3.60555
21879:6.08276 21948:7.2111
21680:8.06226 21746:6.08276
21854:7.07107 21991:8.544
21759:3.16228 21920:3.16228
21822:4.24264 21999:5.83095
21792:4.24264 21905:5.38516
21737:5 21982:3.60555
21747:8.94427 21781:8.544
21683:4.47214 21941:7.07107
21805:3.60555 21878:6.7082
21839:6.08276 21946:5.83095
21978:5 21985:3.16228
21794:6.08276 21983:5.83095
21863:5.83095 21870:6.7082
21707:7.07107 21798:7.81025
21745:5.65685 21788:7.2111
21851:5.38516 21909:9.84886
21719:8.06226 21786:7.2111
21753:8.94427 21915:4.12311
21708:5.09902 21992:3.16228
21725:5 21762:4.12311
21776:4.24264 21905:2.23607
21802:4.24264 21874:6.7082
21783:6.08276 21983:4.12311
21694:1 21844:7.28011
21812:5.38516 21854:7.28011
21831:2.23607 21952:2
21785:7.81025 21847:1
21753:7.07107 21915:6.40312
21872:7.2111 21890:5.38516
21688:5.38516 21897:3.60555
21793:4.24264 21874:9
21863:6 21913:3.16228
21706:7.2111 21864:8.48528
21780:3.60555 21990:8.60233
21787:11.3137 21855:11
21752:6.08276 21883:8
21763:5.09902 21995:7.07107
21857:6.08276 21934:2.23607
21832:7.07107 21869:4.47214
21684:4.47214 21687:7.81025
21796:5.38516 21854:5.83095
21750:2.23607 21887:3
21737:3.60555 21982:5
21914:6.7082 21996:4.47214
21698:9.21954 21993:8.544
21940:11.1803 21953:6.40312
21708:12.3693 21951:9
21907:6.7082 21989:1.41421
21755:9 21837:8.60233
21691:1 21964:6.40312
21679:5 21775:4.24264
21754:4.12311 21959:12.2066
21841:8 21976:9
21906:5.38516 21929:7.07107
21859:11.1803 21887:11.4018
21788:10.8167 21892:12.0416
21874:11.4018 21882:6.7082
21753:6.32456 21833:5
21681:7.2111 21695:5
21797:2.23607 21952:3.60555
21842:1 21845:4.24264
21753:2.23607 21829:5
21880:8.24621 21931:6
21735:1.41421 21940:2.23607
21681:13.0384 21875:2.82843
21755:8.06226 21885:6.40312
21696:2.82843 21971:6.7082
21734:1.41421 21781:6.08276
21741:2.23607 21809:12.083
21824:8 21976:1
21832:1 21845:5
21857:10.4403 21932:3.60555
21694:8.24621 21795:7.28011
21832:4.24264 21842:5
21720:5.65685 21751:5.65685
21785:8.60233 21798:1
21704:10.0499 21724:11.4018
21747:2.23607 21778:9.21954
21844:17.8045 21962:2.23607
21787:5.38516 21909:7.2111
21698:5 21770:3.60555
21767:8.06226 21958:11.1803
21773:7.07107 21812:5.83095
21689:10.7703 21715:10.2956
21711:5.09902 21801:11.4018
21809:6.08276 21934:4
21762:5.38516 21791:7.2111
21782:15.5242 21826:11.1803
21748:4.24264 21937:3.16228
21757:3.16228 21967:4
21750:1 21813:3.16228
21902:5.38516 21913:3.16228
21892:3.60555 21926:2
21721:3 21938:11
21730:4 21994:3.16228
21735:5 21940:5.09902
21705:8.24621 21918:3.16228
21810:4.47214 21842:5.38516
21685:3.16228 21784:6.7082
21841:8.24621 21879:7.61577
21756:1 21890:6.08276
21800:8.94427 21858:8.94427
21793:6.7082 21998:3.60555
21836:2.82843 21949:12.7279
21686:6.08276 21700:4.47214
21978:2.23607 21991:3.60555
21780:6.7082 21911:4.24264
21771:6.08276 21871:7.61577
21931:2.82843 21981:6.08276
21726:2 21895:3.60555
21828:6.7082 21988:13.3417
21758:6.7082 21807:8
21966:7.2111 21975:2
21755:2 21837:6.40312
21820:11.1803 21837:10.4403
21750:4.47214 21813:3
21702:2.23607 21879:9.21954
21886:13.3417 21944:15.6205
21800:5.38516 21872:6.08276
21884:9 21975:11
21864:3.60555 21926:5.38516
21693:7.81025 21916:7.61577
21930:7.2111 21958:2.23607
21726:5 21881:3.60555
21677:3.16228 21937:13.3417
